model_name,phase,account,condition,n_items,n_seeds,n_prompts_scored,absC_mean,absC_mean_lo,absC_mean_hi,absC_change_vs_unedited,absC_change_vs_unedited_lo,absC_change_vs_unedited_hi,opt_acc,opt_acc_lo,opt_acc_hi,acc_loss_vs_unedited,acc_loss_vs_unedited_lo,acc_loss_vs_unedited_hi,n_paired_prompts,p_gold_mean,p_gold_loss_vs_unedited,p_gold_loss_vs_unedited_lo,p_gold_loss_vs_unedited_hi,energy_total_A_mean,energy_audit_mean,alpha,sec_mean,kind,matched_to,energy_target,feasible
llama-3.1-8b-instruct,dev,magnitude,unedited,60,60,115,0.13581695556640624,0.10247815450032552,0.17577796936035153,0.0,0.0,0.0,0.3217391304347826,0.20869565217391303,0.43859649122807015,-0.0,-0.0,-0.0,115,0.37121512286120456,-0.0,-0.0,-0.0,,,0.0,0.5484998067220052,none,,,True
llama-3.1-8b-instruct,dev,magnitude,targeted,60,60,115,0.12684224446614584,0.09755968729654949,0.1610989634195963,-0.008974711100260416,-0.039691810607910154,0.02508937835693355,0.46956521739130436,0.35331742610837436,0.5877192982456141,-0.14782608695652175,-0.22413793103448276,-0.07894736842105263,115,0.47513403649775765,-0.10391891363655309,-0.14696448877745183,-0.06367383772259093,0.008510528629498101,0.006100380745884298,1.0,0.7515797654787699,targeted,operating,0.007599449802881997,True
llama-3.1-8b-instruct,dev,magnitude,random_1_matched,60,60,115,0.1304705301920573,0.09469216028849284,0.17409013748168942,-0.005346425374348958,-0.02486896514892578,0.013850218454996744,0.33043478260869563,0.21739130434782608,0.4482758620689655,-0.008695652173913044,-0.02631578947368421,-0.0,115,0.37137709254295265,-0.00016196968174814015,-0.002567016832659091,0.002191000816845648,0.00028699573058916253,0.000265625101611198,1.0,0.7551397085189819,random,targeted energy,0.007599449802881997,True
llama-3.1-8b-instruct,dev,magnitude,targeted_at_random_1_energy,60,60,115,0.11669209798177084,0.08455352783203124,0.15576571146647133,-0.019124857584635415,-0.04245646158854167,0.004521993001302073,0.3565217391304348,0.23478260869565218,0.4778761061946903,-0.034782608695652174,-0.07964601769911504,-0.0,115,0.3858659526770979,-0.014650829815893303,-0.028437503619663785,-0.0038791295937541585,0.0003932477260546842,0.0008117673350684262,0.13567421838494953,0.7504246910413106,targeted,random_1 energy at alpha=1,0.0002854833124720342,True
llama-3.1-8b-instruct,dev,magnitude,random_2_matched,60,60,115,0.13643093903859457,0.09773464997609456,0.1812341006596883,0.0006139834721883138,-0.021813492576281228,0.022437001864115368,0.33043478260869563,0.21739130434782608,0.4482758620689655,-0.008695652173913044,-0.02631578947368421,-0.0,115,0.3725260611614768,-0.0013109383002722521,-0.00431436467731555,0.001622183010988375,0.00025098063845367023,0.00022410019140145637,1.0,0.7555594007174175,random,targeted energy,0.007599449802881997,True
llama-3.1-8b-instruct,dev,magnitude,targeted_at_random_2_energy,60,60,115,0.11399739583333333,0.08257578531901041,0.14939371744791663,-0.021819559733072917,-0.0422442881266276,-0.0006524785359700581,0.34782608695652173,0.23275862068965517,0.4732260338345864,-0.02608695652173913,-0.06896551724137931,0.008695652173913044,115,0.3818235725837181,-0.010608449722513465,-0.022223425873277493,-0.000994648546946135,0.0003680292254103268,0.0007498386726027581,0.1272878068361861,0.7557036519050598,targeted,random_2 energy at alpha=1,0.00025128101520356693,True
llama-3.1-8b-instruct,dev,magnitude,random_3_matched,60,60,115,0.14311319986979168,0.10568191528320313,0.18783818562825522,0.007296244303385417,-0.016563949584960935,0.031538263956705725,0.33043478260869563,0.21739130434782608,0.4482758620689655,-0.008695652173913044,-0.02631578947368421,-0.0,115,0.37178017631133764,-0.0005650534501330695,-0.0031524971750719953,0.0019216944106401467,0.00030525997188911476,0.0002715395914829706,1.0,0.7623400966326396,random,targeted energy,0.007599449802881997,True
llama-3.1-8b-instruct,dev,magnitude,targeted_at_random_3_energy,60,60,115,0.11758626302083333,0.0870806376139323,0.15201090494791666,-0.018230692545572916,-0.041918805440266924,0.006254399617513005,0.34782608695652173,0.23003803757180563,0.46551724137931033,-0.02608695652173913,-0.07758620689655173,0.008928571428571428,115,0.38485783414053487,-0.013642711279330342,-0.02703259436076039,-0.0027803987791503223,0.00040845011317253556,0.0008478535035367482,0.14073087096670778,0.7531726717948913,targeted,random_3 energy at alpha=1,0.00030716011505160237,True
llama-3.1-8b-instruct,dev,magnitude,neutral_matched,60,60,115,0.13485310872395834,0.0979188028971354,0.17581868489583333,-0.0009638468424479166,-0.021530812581380208,0.01934059143066404,0.3565217391304348,0.24347826086956523,0.47413793103448276,-0.034782608695652174,-0.06956521739130435,-0.008620689655172414,115,0.38118786062068405,-0.009972737759479496,-0.018105885103239787,-0.0033988402511622713,0.0011641902674963491,0.0013524888145037652,1.0,0.7509822289148966,neutral,targeted energy,0.007599449802881997,True
llama-3.1-8b-instruct,dev,magnitude,targeted_at_neutral_energy,60,60,115,0.12352498372395833,0.09542154947916667,0.1564678446451823,-0.012291971842447917,-0.0413653310139974,0.016872723897298172,0.40869565217391307,0.28695652173913044,0.5344827586206896,-0.08695652173913043,-0.15517241379310345,-0.034482758620689655,115,0.4284767865186834,-0.05726166365747884,-0.09218585641985284,-0.02801427662888133,0.0012913931425021124,0.0021329433828704996,0.34850778420728545,0.7513495882352194,targeted,neutral energy at alpha=1,0.0012775245803463562,True
