model_name,phase,cond_id,condition,rank,alpha,pair_type,stratum,label,n_seeds,n_items,n_audit,absC_pre_mean,absC_post_mean,W,L,U,D,D_lo,D_hi,R,R_lo,R_hi,X_den,X_num,X_reverse_num,X_reverse_den,X,X_lo,X_hi,energy_audit_mean,energy_gen_mean,opt_acc,opt_acc_pre,d_opt_acc,d_opt_acc_lo,d_opt_acc_hi,gen_acc_attempted,gen_acc_attempted_pre,d_gen_acc_attempted,d_gen_acc_attempted_lo,d_gen_acc_attempted_hi,validity,validity_pre,d_validity,d_validity_lo,d_validity_hi,gen_acc_usable,gen_acc_usable_n,gen_acc_usable_pre,flip_attempted_num,flip_attempted_den,flip_attempted,flip_usable_den,flip_usable
llama-3.1-8b-instruct,dev,cure_centred_svd_r1_a0.25,cure_centred_svd,1,0.25,demographic,pooled,exploratory,100,100,100,0.131817626953125,0.12309967041015625,0.5,0.45,0.05,0.00871795654296875,-0.010011405944824218,0.02814424896240233,0.06613650043987596,-0.08438061181619072,0.20163013392721468,2,2,0,98,1.0,1.0,1.0,0.0015566235092555982,0.0014971376391531618,0.4336734693877551,0.3520408163265306,0.08163265306122448,0.04591836734693878,0.12244897959183673,0.53,0.465,0.065,0.02,0.11,0.795,0.765,0.03,0.005,0.06,0.691358024691358,81,0.63125,12,100,0.12,77,0.15584415584415584
llama-3.1-8b-instruct,dev,cure_centred_svd_r1_a0.25,cure_centred_svd,1,0.25,demographic,bbq,exploratory,42,42,42,0.1263674781436012,0.15432593936011904,0.35714285714285715,0.5952380952380952,0.047619047619047616,-0.027958461216517856,-0.0555174328031994,0.00030226934523808733,-0.2212472831399428,-0.49690749302316173,0.002096381680583235,0,0,0,42,,,,0.0012772034077476863,0.0011735285703658913,0.4125,0.3875,0.025,0.0,0.0625,0.44047619047619047,0.42857142857142855,0.011904761904761904,-0.024107142857142837,0.047619047619047616,0.6071428571428571,0.5952380952380952,0.011904761904761904,-0.024107142857142837,0.047619047619047616,0.78,25,0.78,3,42,0.07142857142857142,25,0.12
llama-3.1-8b-instruct,dev,cure_centred_svd_r1_a0.25,cure_centred_svd,1,0.25,demographic,crows_pairs,exploratory,30,30,30,0.08233235677083334,0.06766357421875,0.5333333333333333,0.36666666666666664,0.1,0.014668782552083334,-0.005404764811197916,0.03776234944661455,0.1781654640703766,-0.07873341640253555,0.4013279316404259,0,0,0,30,,,,0.001918755236009231,0.001848814579468111,0.4666666666666667,0.23333333333333334,0.23333333333333334,0.13333333333333333,0.3333333333333333,0.8,0.6166666666666667,0.18333333333333332,0.06666666666666667,0.3,0.9,0.8833333333333333,0.016666666666666666,0.0,0.05,0.8928571428571429,28,0.7037037037037037,6,30,0.2,26,0.23076923076923078
llama-3.1-8b-instruct,dev,cure_centred_svd_r1_a0.25,cure_centred_svd,1,0.25,demographic,stereoset,exploratory,28,28,28,0.19301278250558035,0.13565608433314733,0.6785714285714286,0.32142857142857145,0.0,0.05735669817243304,0.016440718514578685,0.09893365587506973,0.29716528318933877,0.10395392441545581,0.49523822985839255,2,2,0,26,1.0,1.0,1.0,0.0015877553828528592,0.001605754520568052,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,0.375,0.35714285714285715,0.017857142857142856,-0.03571428571428571,0.07142857142857142,0.9642857142857143,0.8928571428571429,0.07142857142857142,0.017857142857142856,0.14285714285714285,0.4107142857142857,28,0.42857142857142855,3,28,0.10714285714285714,26,0.11538461538461539
llama-3.1-8b-instruct,dev,cure_centred_svd_r1_a0.25,cure_centred_svd,1,0.25,identity,pooled,exploratory,100,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0,0,0,100,,,,0.0015416558450902281,0.001541900646804946,0.422680412371134,0.35051546391752575,0.07216494845360824,0.030927835051546393,0.12371134020618557,0.52,0.47,0.05,-0.01,0.11,0.81,0.76,0.05,0.01,0.1,0.6582278481012658,79,0.6351351351351351,0,100,0.0,81,0.0
llama-3.1-8b-instruct,dev,cure_centred_svd_r1_a0.25,cure_centred_svd,1,0.25,identity,bbq,exploratory,42,42,42,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0,0,0,42,,,,0.0012708638833714534,0.0012703483034340638,0.38461538461538464,0.358974358974359,0.02564102564102564,0.0,0.07692307692307693,0.4523809523809524,0.4523809523809524,0.0,0.0,0.0,0.6428571428571429,0.6428571428571429,0.0,0.0,0.0,0.76,25,0.76,0,42,0.0,27,0.0
llama-3.1-8b-instruct,dev,cure_centred_svd_r1_a0.25,cure_centred_svd,1,0.25,identity,crows_pairs,exploratory,30,30,30,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0,0,0,30,,,,0.001801856411746818,0.001803110530206539,0.4666666666666667,0.26666666666666666,0.2,0.06666666666666667,0.36666666666666664,0.7333333333333333,0.6,0.13333333333333333,0.0,0.3,0.9,0.8666666666666667,0.03333333333333333,0.0,0.1,0.8148148148148148,27,0.6923076923076923,0,30,0.0,27,0.0
llama-3.1-8b-instruct,dev,cure_centred_svd_r1_a0.25,cure_centred_svd,1,0.25,identity,stereoset,exploratory,28,28,28,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0,0,0,28,,,,0.0016690574662506159,0.0016693614296452778,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,0.39285714285714285,0.35714285714285715,0.03571428571428571,-0.07142857142857142,0.14285714285714285,0.9642857142857143,0.8214285714285714,0.14285714285714285,0.03571428571428571,0.2857142857142857,0.4074074074074074,27,0.43478260869565216,0,28,0.0,27,0.0
llama-3.1-8b-instruct,dev,cure_centred_svd_r1_a0.25,cure_centred_svd,1,0.25,neutral,pooled,exploratory,42,42,42,0.1246919177827381,0.14705403645833334,0.3333333333333333,0.5714285714285714,0.09523809523809523,-0.02236211867559524,-0.05370221819196429,0.00768461681547619,-0.17933895855671067,-0.4671289340646143,0.060456729846925135,0,0,0,42,,,,0.0032255699780530363,0.0021151139671339186,0.3717948717948718,0.358974358974359,0.01282051282051282,0.0,0.038461538461538464,0.4523809523809524,0.42857142857142855,0.023809523809523808,-0.023809523809523808,0.07142857142857142,0.6190476190476191,0.6190476190476191,0.0,-0.047619047619047616,0.047619047619047616,0.8,25,0.75,2,42,0.047619047619047616,25,0.08
llama-3.1-8b-instruct,dev,cure_centred_svd_r1_a0.25,cure_centred_svd,1,0.25,neutral,bbq,exploratory,42,42,42,0.1246919177827381,0.14705403645833334,0.3333333333333333,0.5714285714285714,0.09523809523809523,-0.02236211867559524,-0.05370221819196429,0.00768461681547619,-0.17933895855671067,-0.4671289340646143,0.060456729846925135,0,0,0,42,,,,0.0032255699780530363,0.0021151139671339186,0.3717948717948718,0.358974358974359,0.01282051282051282,0.0,0.038461538461538464,0.4523809523809524,0.42857142857142855,0.023809523809523808,-0.023809523809523808,0.07142857142857142,0.6190476190476191,0.6190476190476191,0.0,-0.047619047619047616,0.047619047619047616,0.8,25,0.75,2,42,0.047619047619047616,25,0.08
