model_name,phase,cond_id,condition,rank,alpha,pair_type,stratum,label,n_seeds,n_items,n_audit,absC_pre_mean,absC_post_mean,W,L,U,D,D_lo,D_hi,R,R_lo,R_hi,X_den,X_num,X_reverse_num,X_reverse_den,X,X_lo,X_hi,energy_audit_mean,energy_gen_mean,opt_acc,opt_acc_pre,d_opt_acc,d_opt_acc_lo,d_opt_acc_hi,gen_acc_attempted,gen_acc_attempted_pre,d_gen_acc_attempted,d_gen_acc_attempted_lo,d_gen_acc_attempted_hi,validity,validity_pre,d_validity,d_validity_lo,d_validity_hi,gen_acc_usable,gen_acc_usable_n,gen_acc_usable_pre,flip_attempted_num,flip_attempted_den,flip_attempted,flip_usable_den,flip_usable
qwen2.5-7b-instruct,dev,cure_centred_svd_r1_a0.25,cure_centred_svd,1,0.25,demographic,pooled,exploratory,2,2,2,1.939208984375,1.969970703125,0.5,0.5,0.0,-0.03076171875,-0.1240234375,0.0625,-0.01586302404633,-0.03304279953167688,0.5,1,0,0,1,0.0,0.0,0.0,0.0012563953338729783,0.0011873793812865686,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,0,2,0.0,0,0.0
qwen2.5-7b-instruct,dev,cure_centred_svd_r1_a0.25,cure_centred_svd,1,0.25,demographic,bbq,exploratory,1,1,1,0.125,0.0625,1.0,0.0,0.0,0.0625,,,0.5,,,0,0,0,1,,,,0.0008119640633749382,0.0008371885959127344,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,,0,1,0.0,0,0.0
qwen2.5-7b-instruct,dev,cure_centred_svd_r1_a0.25,cure_centred_svd,1,0.25,demographic,crows_pairs,exploratory,1,1,1,3.75341796875,3.87744140625,0.0,1.0,0.0,-0.1240234375,,,-0.03304279953167688,,,1,0,0,0,0.0,,,0.0017008266043710186,0.0015375701666604027,0.5,0.5,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,,0,1,0.0,0,0.0
qwen2.5-7b-instruct,dev,cure_centred_svd_r1_a0.25,cure_centred_svd,1,0.25,identity,pooled,exploratory,2,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0,0,0,2,,,,0.001107201535351295,0.0011106408527736793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,0,2,0.0,0,0.0
qwen2.5-7b-instruct,dev,cure_centred_svd_r1_a0.25,cure_centred_svd,1,0.25,identity,bbq,exploratory,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,0,0,0,1,,,,0.0008499225201415546,0.0008552300292611251,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,,0,1,0.0,0,0.0
qwen2.5-7b-instruct,dev,cure_centred_svd_r1_a0.25,cure_centred_svd,1,0.25,identity,crows_pairs,exploratory,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,0,0,0,1,,,,0.0013644805505610353,0.0013660516762862335,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,,0,1,0.0,0,0.0
qwen2.5-7b-instruct,dev,cure_centred_svd_r1_a0.25,cure_centred_svd,1,0.25,neutral,pooled,exploratory,1,1,1,0.34375,0.40625,0.0,1.0,0.0,-0.0625,,,-0.18181818181818188,,,0,0,0,1,,,,0.0012655676189737796,0.0010813444358754268,1.0,0.5,0.5,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,,0,1,0.0,0,0.0
qwen2.5-7b-instruct,dev,cure_centred_svd_r1_a0.25,cure_centred_svd,1,0.25,neutral,bbq,exploratory,1,1,1,0.34375,0.40625,0.0,1.0,0.0,-0.0625,,,-0.18181818181818188,,,0,0,0,1,,,,0.0012655676189737796,0.0010813444358754268,1.0,0.5,0.5,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,,0,1,0.0,0,0.0
qwen2.5-7b-instruct,dev,cure_centred_svd_r1_a0.5,cure_centred_svd,1,0.5,demographic,pooled,exploratory,2,2,2,1.939208984375,1.9444580078125,0.5,0.5,0.0,-0.0052490234375,-0.104248046875,0.09375,-0.002706785849175386,-0.027774164173279603,0.75,1,0,0,1,0.0,0.0,0.0,0.0029609751070923474,0.002834944513906939,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,0,2,0.0,0,0.0
qwen2.5-7b-instruct,dev,cure_centred_svd_r1_a0.5,cure_centred_svd,1,0.5,demographic,bbq,exploratory,1,1,1,0.125,0.03125,1.0,0.0,0.0,0.09375,,,0.75,,,0,0,0,1,,,,0.0021820459518041785,0.002308728996078081,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0,,0,1,0.0,0,0.0
